Wavelength(nm),Timestamp,Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um)
945.91,2022/05/13 15:05:00,248.53,239.0,238.32,234.91,228.1,226.74
946.30,2022/05/13 15:05:00,249.74,238.85,239.53,235.45,229.32,228.64
946.69,2022/05/13 15:05:00,252.24,241.36,241.36,237.28,231.16,230.48
947.09,2022/05/13 15:05:00,252.63,242.44,243.8,238.37,233.61,231.58
947.48,2022/05/13 15:05:00,253.59,243.42,246.81,241.38,235.28,234.6
947.87,2022/05/13 15:05:00,256.48,246.33,249.72,242.95,236.18,236.86
948.27,2022/05/13 15:05:00,256.6,248.5,251.2,244.45,236.34,238.37
948.66,2022/05/13 15:05:00,260.1,249.32,253.36,247.29,237.86,242.58
949.05,2022/05/13 15:05:00,262.9,251.47,254.16,248.11,238.7,242.06
949.45,2022/05/13 15:05:00,264.93,253.53,256.21,250.18,240.12,244.14
949.84,2022/05/13 15:05:00,268.85,255.47,256.81,250.79,241.43,246.78
950.23,2022/05/13 15:05:00,269.39,258.05,258.72,252.72,242.72,245.38
950.63,2022/05/13 15:05:00,269.99,258.69,261.35,255.36,242.73,248.71
951.02,2022/05/13 15:05:00,269.91,258.64,262.61,255.98,244.05,249.35
951.41,2022/05/13 15:05:00,271.28,260.7,264.0,256.73,245.48,250.77
951.81,2022/05/13 15:05:00,272.01,260.13,266.07,258.15,247.58,251.54
952.20,2022/05/13 15:05:00,272.73,261.54,267.46,256.92,249.02,251.65
952.59,2022/05/13 15:05:00,273.43,262.91,268.83,258.97,249.11,254.37
952.99,2022/05/13 15:05:00,274.17,263.68,272.2,261.05,250.56,255.8
953.38,2022/05/13 15:05:00,277.63,266.5,273.05,261.26,252.09,257.33
953.77,2022/05/13 15:05:00,279.2,268.09,273.97,264.17,255.01,260.24
954.17,2022/05/13 15:05:00,281.33,268.93,276.11,266.32,257.18,261.09
954.56,2022/05/13 15:05:00,283.52,273.09,277.0,267.88,259.41,263.32
954.95,2022/05/13 15:05:00,283.7,273.29,279.8,270.69,262.23,266.78
955.35,2022/05/13 15:05:00,287.2,274.86,282.0,271.61,265.11,268.36
955.74,2022/05/13 15:05:00,289.46,277.77,283.61,273.88,268.04,271.28
956.13,2022/05/13 15:05:00,291.11,278.79,285.28,276.2,270.36,272.96
956.52,2022/05/13 15:05:00,293.36,282.35,286.88,276.52,272.63,275.22
956.92,2022/05/13 15:05:00,295.63,284.63,288.51,280.1,274.28,276.87
957.31,2022/05/13 15:05:00,299.81,286.24,291.41,282.36,275.9,279.78
957.70,2022/05/13 15:05:00,302.84,290.57,293.8,284.76,278.95,282.82
958.09,2022/05/13 15:05:00,305.18,293.57,296.79,290.34,281.31,285.18
958.49,2022/05/13 15:05:00,308.22,297.26,299.84,292.75,285.66,288.88
958.88,2022/05/13 15:05:00,311.28,300.32,302.26,296.46,289.37,291.3
959.27,2022/05/13 15:05:00,314.32,302.73,306.59,300.79,291.13,293.06
959.66,2022/05/13 15:05:00,317.33,307.04,310.25,303.17,294.16,296.74
960.06,2022/05/13 15:05:00,320.56,310.26,314.13,308.33,296.75,299.32
960.45,2022/05/13 15:05:00,323.67,312.73,318.53,311.45,298.58,302.44
960.84,2022/05/13 15:05:00,325.53,315.88,322.96,315.24,302.37,304.95
961.23,2022/05/13 15:05:00,328.77,319.76,326.84,320.4,304.32,308.82
961.63,2022/05/13 15:05:00,331.37,323.01,331.37,324.94,308.21,310.78
962.02,2022/05/13 15:05:00,335.99,328.26,335.34,330.19,312.81,314.75
962.41,2022/05/13 15:05:00,340.02,332.29,339.38,334.23,316.84,317.48
962.80,2022/05/13 15:05:00,344.74,337.01,342.81,338.94,321.54,321.54
963.19,2022/05/13 15:05:00,350.09,341.07,347.52,343.0,326.88,326.24
963.59,2022/05/13 15:05:00,354.7,346.32,350.83,345.68,331.49,328.26
963.98,2022/05/13 15:05:00,358.81,351.71,355.59,352.36,336.87,333.64
964.37,2022/05/13 15:05:00,366.16,357.11,360.34,357.11,340.32,337.1
964.76,2022/05/13 15:05:00,371.64,363.24,365.18,360.66,344.5,341.91
965.15,2022/05/13 15:05:00,377.12,368.71,370.01,366.77,349.95,348.01
965.55,2022/05/13 15:05:00,382.66,374.89,375.54,371.65,356.11,353.52
965.94,2022/05/13 15:05:00,389.52,381.74,381.74,378.5,362.3,360.35
966.33,2022/05/13 15:05:00,395.28,387.51,386.21,383.62,368.71,366.12
966.72,2022/05/13 15:05:00,402.3,394.53,390.0,388.7,373.15,371.21
967.11,2022/05/13 15:05:00,407.49,398.42,395.83,395.18,377.04,377.04
967.50,2022/05/13 15:05:00,413.96,404.87,401.63,399.03,382.81,383.46
967.90,2022/05/13 15:05:00,419.17,410.72,405.52,404.87,387.98,387.98
968.29,2022/05/13 15:05:00,421.67,414.51,411.26,409.96,393.04,394.34
968.68,2022/05/13 15:05:00,426.89,419.72,416.47,414.51,396.91,398.87
969.07,2022/05/13 15:05:00,428.12,423.56,419.64,418.99,399.41,401.37
969.46,2022/05/13 15:05:00,431.35,424.16,423.51,422.86,402.6,405.21
969.85,2022/05/13 15:05:00,434.56,428.01,424.09,424.74,404.45,407.07
970.24,2022/05/13 15:05:00,434.47,429.22,425.95,425.95,406.29,408.25
970.64,2022/05/13 15:05:00,435.63,429.06,427.75,426.44,405.45,409.38
971.03,2022/05/13 15:05:00,435.58,429.66,427.04,427.69,407.33,408.64
971.42,2022/05/13 15:05:00,433.69,427.76,427.11,428.42,406.71,409.34
971.81,2022/05/13 15:05:00,432.37,426.44,426.44,426.44,406.01,407.32
972.20,2022/05/13 15:05:00,430.9,425.62,424.96,424.3,405.16,406.48
972.59,2022/05/13 15:05:00,428.15,422.86,424.85,423.52,403.7,405.68
972.98,2022/05/13 15:05:00,428.11,422.15,422.15,418.85,403.63,402.3
973.37,2022/05/13 15:05:00,425.42,420.12,420.78,419.45,400.9,401.56
973.76,2022/05/13 15:05:00,425.23,419.26,421.25,417.94,399.36,400.69
974.16,2022/05/13 15:05:00,425.13,418.49,419.15,416.49,399.89,399.22
974.55,2022/05/13 15:05:00,424.26,417.61,420.27,416.28,398.33,399.66
974.94,2022/05/13 15:05:00,424.32,417.66,418.99,416.99,398.34,399.01
975.33,2022/05/13 15:05:00,424.47,417.79,419.13,415.79,398.44,400.44
975.72,2022/05/13 15:05:00,424.11,417.42,421.43,417.42,398.02,402.03
976.11,2022/05/13 15:05:00,425.27,417.9,421.92,417.9,399.11,402.47
976.50,2022/05/13 15:05:00,426.69,419.96,422.65,420.63,401.12,404.48
976.89,2022/05/13 15:05:00,428.06,419.29,424.01,421.31,402.41,406.46
977.28,2022/05/13 15:05:00,430.74,421.26,424.64,421.26,403.65,407.71
977.67,2022/05/13 15:05:00,433.51,424.0,427.4,425.36,404.97,410.41
978.06,2022/05/13 15:05:00,436.39,426.16,429.57,428.21,407.75,411.84
978.45,2022/05/13 15:05:00,441.25,430.31,432.36,430.99,410.47,415.26
978.84,2022/05/13 15:05:00,442.63,433.71,435.08,436.46,413.12,418.61
979.23,2022/05/13 15:05:00,446.16,435.14,437.21,439.27,415.86,420.68
979.62,2022/05/13 15:05:00,449.6,439.93,439.24,444.08,419.21,423.36
980.01,2022/05/13 15:05:00,451.65,442.65,443.34,446.8,421.87,426.02
980.41,2022/05/13 15:05:00,455.79,444.68,444.68,449.54,424.53,429.39
980.80,2022/05/13 15:05:00,458.36,447.22,448.61,451.4,426.32,432.59
981.19,2022/05/13 15:05:00,461.58,449.01,451.8,453.89,428.06,434.34
981.58,2022/05/13 15:05:00,464.59,452.69,454.09,456.19,431.7,437.3
981.97,2022/05/13 15:05:00,469.03,455.01,456.41,459.22,433.98,438.88
982.36,2022/05/13 15:05:00,470.23,457.61,457.61,460.42,436.59,441.49
982.75,2022/05/13 15:05:00,472.89,459.58,458.17,461.68,439.96,442.76
983.14,2022/05/13 15:05:00,475.04,461.73,459.62,464.53,441.41,443.51
983.53,2022/05/13 15:05:00,477.71,462.98,460.88,465.09,444.04,445.44
983.92,2022/05/13 15:05:00,479.2,464.45,460.93,466.55,448.29,447.58
984.31,2022/05/13 15:05:00,481.43,466.65,461.73,468.76,449.76,447.65
984.70,2022/05/13 15:05:00,481.06,466.95,462.72,467.66,451.43,450.02
985.09,2022/05/13 15:05:00,482.14,468.0,464.47,468.71,451.74,451.74
985.47,2022/05/13 15:05:00,481.99,468.52,464.97,469.23,451.51,453.63
985.86,2022/05/13 15:05:00,483.49,467.85,465.0,469.98,452.91,455.76
986.25,2022/05/13 15:05:00,485.16,470.17,465.89,470.89,454.48,455.19
986.64,2022/05/13 15:05:00,484.89,469.85,466.27,471.28,456.96,456.24
987.03,2022/05/13 15:05:00,485.5,469.67,466.8,471.11,456.73,457.44
987.42,2022/05/13 15:05:00,487.72,471.1,466.05,472.55,457.38,457.38
987.81,2022/05/13 15:05:00,486.96,470.99,465.91,474.62,457.93,460.11
988.20,2022/05/13 15:05:00,488.39,470.9,465.79,474.54,457.78,462.88
988.59,2022/05/13 15:05:00,486.59,471.22,465.37,473.42,456.59,462.44
988.98,2022/05/13 15:05:00,486.06,469.91,466.24,473.58,456.69,464.77
989.37,2022/05/13 15:05:00,486.48,469.55,467.34,473.97,455.57,464.4
989.76,2022/05/13 15:05:00,485.55,468.6,466.39,473.76,453.87,464.18
990.15,2022/05/13 15:05:00,486.73,468.32,466.85,474.22,453.6,466.85
990.54,2022/05/13 15:05:00,485.75,467.38,463.7,473.26,454.15,465.91
990.93,2022/05/13 15:05:00,484.54,466.25,464.05,472.83,453.07,465.51
991.32,2022/05/13 15:05:00,486.19,466.54,462.9,472.36,452.71,462.9
991.70,2022/05/13 15:05:00,483.16,465.83,461.5,471.61,452.83,460.05
992.09,2022/05/13 15:05:00,482.11,464.22,461.36,470.66,452.06,461.36
992.48,2022/05/13 15:05:00,480.57,461.48,457.95,469.26,450.18,458.66
992.87,2022/05/13 15:05:00,477.31,460.59,456.41,468.95,449.44,457.8
993.26,2022/05/13 15:05:00,474.87,457.06,455.69,465.97,446.09,456.37
993.65,2022/05/13 15:05:00,472.68,455.19,453.18,463.26,444.44,451.83
994.04,2022/05/13 15:05:00,470.02,452.9,450.93,462.12,441.71,448.95
994.43,2022/05/13 15:05:00,467.62,448.96,448.96,459.9,439.96,447.03
994.82,2022/05/13 15:05:00,466.27,448.7,444.94,456.23,438.03,443.68
995.20,2022/05/13 15:05:00,462.59,446.09,441.81,454.03,436.31,441.81
995.59,2022/05/13 15:05:00,459.76,443.13,439.57,450.85,433.03,437.19
995.98,2022/05/13 15:05:00,456.02,441.59,436.4,446.21,430.05,434.67
996.37,2022/05/13 15:05:00,452.85,438.24,434.87,443.86,428.69,434.3
996.76,2022/05/13 15:05:00,452.07,436.2,433.46,441.67,427.99,431.82
997.15,2022/05/13 15:05:00,450.34,435.4,432.74,439.14,426.33,431.67
997.53,2022/05/13 15:05:00,450.59,434.96,432.88,438.61,426.11,431.31
997.92,2022/05/13 15:05:00,451.28,436.0,432.44,437.53,426.84,431.93
998.31,2022/05/13 15:05:00,452.66,437.19,435.2,438.19,428.71,435.2
998.70,2022/05/13 15:05:00,455.81,440.13,437.68,439.64,429.84,437.68
999.09,2022/05/13 15:05:00,459.01,444.53,441.15,440.67,432.94,440.67
999.48,2022/05/13 15:05:00,462.43,447.65,444.79,445.27,436.69,444.31
999.86,2022/05/13 15:05:00,467.54,451.49,449.12,448.65,441.57,448.65
1000.25,2022/05/13 15:05:00,472.54,457.05,453.3,453.77,446.73,453.77
1000.64,2022/05/13 15:05:00,478.86,461.56,459.22,459.69,451.74,458.29
1001.03,2022/05/13 15:05:00,485.26,467.03,465.16,463.75,456.27,464.69
1001.42,2022/05/13 15:05:00,491.24,472.49,471.09,470.62,461.71,470.15
1001.80,2022/05/13 15:05:00,498.71,477.03,477.5,476.55,467.6,476.08
1002.19,2022/05/13 15:05:00,505.3,483.91,482.96,483.91,473.92,482.48
1002.58,2022/05/13 15:05:00,513.25,491.14,489.22,491.62,479.61,488.74
1002.97,2022/05/13 15:05:00,520.51,497.62,495.19,498.6,486.42,494.22
1003.36,2022/05/13 15:05:00,527.0,503.76,500.79,504.75,492.39,499.31
1003.74,2022/05/13 15:05:00,533.49,508.34,504.82,510.86,497.79,503.82
1004.13,2022/05/13 15:05:00,539.16,513.56,509.46,516.12,502.29,507.92
1004.52,2022/05/13 15:05:00,544.41,517.79,513.09,521.44,508.92,511.0
1004.91,2022/05/13 15:05:00,549.09,520.33,516.61,525.13,512.34,513.94
1005.29,2022/05/13 15:05:00,551.78,524.06,520.79,527.32,515.9,516.99
1005.68,2022/05/13 15:05:00,554.07,526.31,523.54,530.2,518.54,519.65
1006.07,2022/05/13 15:05:00,556.29,527.93,526.23,531.9,519.43,521.13
1006.46,2022/05/13 15:05:00,555.9,527.55,526.98,531.6,521.77,521.77
1006.84,2022/05/13 15:05:00,555.17,528.62,526.85,530.39,522.13,520.36
1007.23,2022/05/13 15:05:00,553.59,529.5,528.89,530.7,523.47,521.06
1007.62,2022/05/13 15:05:00,553.89,529.89,528.65,530.5,524.35,520.65
1008.00,2022/05/13 15:05:00,554.47,528.69,529.32,530.58,523.66,519.26
1008.39,2022/05/13 15:05:00,552.77,528.37,528.37,529.66,523.88,520.03
1008.78,2022/05/13 15:05:00,551.18,526.93,528.9,528.24,521.69,520.38
1009.17,2022/05/13 15:05:00,549.76,526.35,529.7,527.69,519.67,519.67
1009.55,2022/05/13 15:05:00,546.37,525.22,529.31,526.58,518.4,521.13
1009.94,2022/05/13 15:05:00,545.2,524.33,528.51,525.03,515.99,520.16
1010.33,2022/05/13 15:05:00,543.37,524.24,526.37,524.95,512.91,519.99
1010.71,2022/05/13 15:05:00,540.99,520.8,524.4,522.24,511.42,519.35
1011.10,2022/05/13 15:05:00,541.74,519.72,521.19,521.19,507.97,517.52
1011.49,2022/05/13 15:05:00,540.51,516.62,518.86,519.61,506.17,516.62
1011.87,2022/05/13 15:05:00,539.51,515.98,517.5,517.5,504.6,515.22
1012.26,2022/05/13 15:05:00,538.6,514.72,516.26,517.03,503.16,513.95
1012.65,2022/05/13 15:05:00,536.42,512.96,514.52,515.31,500.45,514.52
1013.03,2022/05/13 15:05:00,536.18,511.59,514.77,514.77,498.11,513.18
1013.42,2022/05/13 15:05:00,531.59,509.07,512.29,511.48,497.81,512.29
1013.81,2022/05/13 15:05:00,531.2,505.94,511.64,510.01,495.35,510.83
1014.19,2022/05/13 15:05:00,531.2,504.81,509.76,507.28,494.91,508.11
1014.58,2022/05/13 15:05:00,528.42,501.7,508.38,505.04,494.19,505.88
1014.97,2022/05/13 15:05:00,527.85,499.98,508.43,503.36,494.07,503.36
1015.35,2022/05/13 15:05:00,527.06,499.72,504.85,500.58,492.89,501.43
1015.74,2022/05/13 15:05:00,526.26,498.61,503.79,501.2,491.69,500.33
1016.13,2022/05/13 15:05:00,526.49,495.93,502.04,498.55,490.69,497.67
1016.51,2022/05/13 15:05:00,523.37,494.29,499.58,496.06,489.01,494.29
1016.90,2022/05/13 15:05:00,518.28,492.5,498.72,493.39,487.16,492.5
1017.28,2022/05/13 15:05:00,515.39,490.25,498.33,489.35,488.45,488.45
1017.67,2022/05/13 15:05:00,514.49,489.08,496.34,489.08,485.45,488.17
1018.06,2022/05/13 15:05:00,511.63,487.79,494.21,487.79,484.13,485.96
1018.44,2022/05/13 15:05:00,509.77,486.6,493.09,483.82,483.82,482.89
1018.83,2022/05/13 15:05:00,508.67,486.18,491.8,483.37,482.44,481.5
1019.21,2022/05/13 15:05:00,507.5,484.78,491.41,481.94,480.04,480.04
1019.60,2022/05/13 15:05:00,506.46,490.19,487.32,480.61,480.61,479.66
1019.98,2022/05/13 15:05:00,504.22,488.74,485.84,482.93,478.09,478.09
1020.37,2022/05/13 15:05:00,504.05,489.37,486.43,480.56,478.6,474.68
1020.76,2022/05/13 15:05:00,502.47,488.62,480.71,478.73,476.75,474.77
1021.14,2022/05/13 15:05:00,498.99,485.99,481.99,477.99,476.99,471.99
1021.53,2022/05/13 15:05:00,498.33,484.18,480.14,474.07,475.08,473.06
1021.91,2022/05/13 15:05:00,494.59,483.35,478.24,473.13,474.16,471.09
1022.30,2022/05/13 15:05:00,495.75,482.33,480.26,472.0,472.0,469.93
1022.68,2022/05/13 15:05:00,496.89,483.32,478.1,471.84,470.79,469.75
1023.07,2022/05/13 15:05:00,496.05,482.33,477.06,472.84,470.72,468.61
1023.45,2022/05/13 15:05:00,494.91,483.18,476.78,472.51,469.31,470.38
1023.84,2022/05/13 15:05:00,494.79,482.93,475.39,471.07,471.07,467.84
1024.23,2022/05/13 15:05:00,494.5,482.52,475.98,472.71,468.36,466.18
1024.61,2022/05/13 15:05:00,495.02,481.82,475.21,469.71,468.61,466.41
1025.00,2022/05/13 15:05:00,494.27,479.83,474.28,467.62,470.95,465.39
1025.38,2022/05/13 15:05:00,495.56,476.5,475.38,466.41,468.65,464.17
1025.77,2022/05/13 15:05:00,492.21,474.1,475.23,463.92,466.18,463.92
1026.15,2022/05/13 15:05:00,490.45,473.34,475.62,460.8,463.08,463.08
1026.54,2022/05/13 15:05:00,490.53,472.15,476.74,460.66,459.51,461.81
1026.92,2022/05/13 15:05:00,486.84,471.8,476.43,459.08,459.08,460.24
1027.31,2022/05/13 15:05:00,487.2,470.88,477.87,458.06,456.89,459.22
1027.69,2022/05/13 15:05:00,482.02,469.09,478.5,459.69,457.34,458.51
1028.08,2022/05/13 15:05:00,480.11,470.63,480.11,458.78,456.4,458.78
1028.46,2022/05/13 15:05:00,481.63,472.07,478.05,457.73,456.53,456.53
1028.84,2022/05/13 15:05:00,478.26,469.82,478.26,456.57,454.16,454.16
1029.23,2022/05/13 15:05:00,478.57,471.28,478.57,455.49,454.28,453.06
1029.61,2022/05/13 15:05:00,473.95,469.05,478.85,455.58,451.9,451.9
1030.00,2022/05/13 15:05:00,472.97,466.79,480.38,456.91,448.27,453.21
1030.38,2022/05/13 15:05:00,473.27,467.04,478.25,455.83,447.12,452.1
1030.77,2022/05/13 15:05:00,469.95,467.44,476.24,457.39,443.57,447.34
1031.15,2022/05/13 15:05:00,468.91,467.65,476.52,456.24,442.3,449.9
1031.54,2022/05/13 15:05:00,469.47,468.19,473.3,452.84,442.6,446.44
1031.92,2022/05/13 15:05:00,469.99,468.69,473.86,453.2,441.58,445.45
1032.30,2022/05/13 15:05:00,471.65,467.75,471.65,450.81,444.29,444.29
1032.69,2022/05/13 15:05:00,470.96,469.65,469.65,451.23,444.65,442.02
1033.07,2022/05/13 15:05:00,467.51,467.51,467.51,448.92,443.6,443.6
1033.46,2022/05/13 15:05:00,469.51,465.49,468.17,446.7,441.34,444.02
1033.84,2022/05/13 15:05:00,468.75,464.68,463.33,447.07,440.3,443.01
1034.22,2022/05/13 15:05:00,468.21,460.0,462.74,444.94,440.83,443.57
1034.61,2022/05/13 15:05:00,469.06,457.99,460.75,444.15,438.62,442.77
1034.99,2022/05/13 15:05:00,468.4,457.22,461.41,443.24,436.25,443.24
1035.38,2022/05/13 15:05:00,466.92,452.81,461.28,440.12,434.48,440.12
1035.76,2022/05/13 15:05:00,468.21,455.4,455.4,439.75,436.9,439.75
1036.14,2022/05/13 15:05:00,465.5,454.01,455.45,439.64,435.33,441.08
1036.53,2022/05/13 15:05:00,465.94,454.33,455.78,438.36,434.01,441.26
1036.91,2022/05/13 15:05:00,465.06,453.33,453.33,437.19,434.26,440.12
1037.30,2022/05/13 15:05:00,462.22,450.37,456.3,438.52,432.59,442.96
1037.68,2022/05/13 15:05:00,460.85,447.39,453.37,439.91,435.42,441.4
1038.06,2022/05/13 15:05:00,457.83,447.25,448.76,439.7,433.65,442.72
1038.45,2022/05/13 15:05:00,456.13,445.45,448.51,442.4,431.73,442.4
1038.83,2022/05/13 15:05:00,455.72,444.95,446.49,437.25,432.63,440.33
1039.21,2022/05/13 15:05:00,452.1,444.33,447.44,439.67,430.35,438.12
1039.60,2022/05/13 15:05:00,452.95,445.12,449.82,440.42,431.01,437.28
1039.98,2022/05/13 15:05:00,452.04,450.45,447.29,442.55,433.07,436.23
1040.36,2022/05/13 15:05:00,449.45,451.05,451.05,447.86,431.92,438.3
1040.75,2022/05/13 15:05:00,448.25,451.46,448.25,445.03,433.79,437.0
1041.13,2022/05/13 15:05:00,445.54,455.26,448.78,443.92,435.82,435.82
1041.51,2022/05/13 15:05:00,442.48,452.28,447.38,445.75,434.32,431.05
1041.90,2022/05/13 15:05:00,442.82,451.05,447.75,441.17,432.94,431.29
1042.28,2022/05/13 15:05:00,441.62,451.58,446.6,443.28,430.0,428.34
1042.66,2022/05/13 15:05:00,442.04,450.41,450.41,442.04,430.32,426.97
1043.04,2022/05/13 15:05:00,444.13,452.58,450.89,439.07,428.93,425.56
1043.43,2022/05/13 15:05:00,442.28,452.48,447.38,442.28,426.97,423.56
1043.81,2022/05/13 15:05:00,442.36,449.21,447.5,440.64,425.21,423.5
1044.19,2022/05/13 15:05:00,442.63,454.73,446.08,437.44,427.07,421.88
1044.57,2022/05/13 15:05:00,443.6,452.33,443.6,438.36,424.39,420.9
1044.96,2022/05/13 15:05:00,443.04,453.63,444.81,434.22,423.63,420.1
1045.34,2022/05/13 15:05:00,445.94,451.29,442.38,433.46,424.54,422.75
1045.72,2022/05/13 15:05:00,443.79,451.01,440.18,431.16,420.34,420.34
1046.11,2022/05/13 15:05:00,445.24,452.53,439.76,430.64,417.86,419.69
1046.49,2022/05/13 15:05:00,446.76,452.29,437.53,428.29,413.53,420.91
1046.87,2022/05/13 15:05:00,446.51,453.98,440.9,427.82,409.14,424.09
1047.25,2022/05/13 15:05:00,448.3,453.98,440.74,429.39,406.69,427.5
1047.63,2022/05/13 15:05:00,448.23,452.07,444.4,429.08,406.09,427.16
1048.02,2022/05/13 15:05:00,445.8,451.61,443.86,434.17,407.03,428.36
1048.40,2022/05/13 15:05:00,443.46,453.27,443.46,431.68,408.14,429.72
1048.78,2022/05/13 15:05:00,442.72,456.61,440.73,432.79,405.0,428.82
1049.16,2022/05/13 15:05:00,440.04,456.11,440.04,434.01,403.87,429.99
1049.55,2022/05/13 15:05:00,438.98,455.24,438.98,432.88,398.33,430.85
1049.93,2022/05/13 15:05:00,441.9,452.18,439.84,435.73,396.68,427.51
1050.31,2022/05/13 15:05:00,438.49,448.88,440.57,438.49,396.93,430.18
1050.69,2022/05/13 15:05:00,443.27,455.93,443.27,443.27,394.72,432.71
1051.07,2022/05/13 15:05:00,439.22,452.02,443.49,443.49,394.45,428.56
1051.45,2022/05/13 15:05:00,436.21,446.95,438.36,440.51,397.53,427.61
1051.84,2022/05/13 15:05:00,439.65,446.15,433.16,441.82,394.17,424.49
1052.22,2022/05/13 15:05:00,434.8,443.54,432.61,436.98,397.65,421.69
1052.60,2022/05/13 15:05:00,438.95,441.15,434.54,434.54,397.04,414.68
1052.98,2022/05/13 15:05:00,438.7,445.38,429.79,432.02,398.61,409.75
1053.36,2022/05/13 15:05:00,433.62,435.87,431.38,433.62,397.68,408.91
1053.74,2022/05/13 15:05:00,433.04,435.31,430.77,430.77,396.77,405.83
1054.13,2022/05/13 15:05:00,430.24,432.53,427.96,427.96,395.92,402.78
1054.51,2022/05/13 15:05:00,429.74,429.74,429.74,429.74,392.77,399.71
1054.89,2022/05/13 15:05:00,429.08,426.75,431.41,424.42,391.77,394.1
1055.27,2022/05/13 15:05:00,428.53,423.82,430.89,423.82,393.21,390.86
1055.65,2022/05/13 15:05:00,425.76,423.38,437.65,423.38,394.83,392.46
1056.03,2022/05/13 15:05:00,425.36,425.36,430.17,422.96,396.52,391.72
1056.41,2022/05/13 15:05:00,419.89,422.32,434.46,427.17,395.62,393.19
1056.79,2022/05/13 15:05:00,421.98,424.44,431.8,429.34,395.0,395.0
1057.18,2022/05/13 15:05:00,421.88,424.37,434.29,429.33,392.1,394.59
1057.56,2022/05/13 15:05:00,416.71,419.22,439.3,436.79,394.12,396.63
1057.94,2022/05/13 15:05:00,416.53,419.07,436.85,434.31,398.75,401.29
1058.32,2022/05/13 15:05:00,413.87,421.59,434.44,439.58,393.31,401.02
1058.70,2022/05/13 15:05:00,413.86,416.46,437.28,445.09,393.03,406.05
1059.08,2022/05/13 15:05:00,416.49,421.76,429.67,434.94,390.13,403.31
1059.46,2022/05/13 15:05:00,418.47,423.8,429.13,442.46,386.49,405.15
1059.84,2022/05/13 15:05:00,420.44,420.44,425.83,444.69,390.79,406.96
1060.22,2022/05/13 15:05:00,425.93,428.66,425.93,445.04,390.44,412.28
1060.60,2022/05/13 15:05:00,423.36,428.9,423.36,453.8,392.93,415.06
1060.98,2022/05/13 15:05:00,423.38,431.8,426.19,448.62,389.74,414.97
1061.36,2022/05/13 15:05:00,423.39,431.91,420.55,448.96,389.29,412.02
1061.74,2022/05/13 15:05:00,426.04,428.91,423.16,449.06,391.49,405.88
1062.12,2022/05/13 15:05:00,434.44,428.61,422.78,437.36,387.79,402.37
1062.50,2022/05/13 15:05:00,430.86,427.91,422.01,439.72,386.6,401.35
1062.89,2022/05/13 15:05:00,429.9,423.93,429.9,438.85,382.13,394.07
1063.27,2022/05/13 15:05:00,434.64,425.59,428.61,434.64,383.33,392.39
1063.65,2022/05/13 15:05:00,436.26,424.06,427.11,439.31,381.35,387.45
1064.03,2022/05/13 15:05:00,437.64,419.14,428.39,437.64,382.16,385.24
1064.41,2022/05/13 15:05:00,435.54,419.98,426.21,435.54,388.87,382.65
1064.79,2022/05/13 15:05:00,430.21,414.51,430.21,442.77,389.39,376.83
1065.17,2022/05/13 15:05:00,430.87,408.69,434.04,440.37,389.68,373.84
1065.55,2022/05/13 15:05:00,428.13,405.76,428.13,434.52,392.98,367.42
1065.93,2022/05/13 15:05:00,421.91,399.37,431.57,438.01,389.7,363.94
1066.31,2022/05/13 15:05:00,415.02,398.81,431.23,427.99,395.57,363.14
1066.68,2022/05/13 15:05:00,414.37,398.06,430.68,427.42,381.74,362.17
1067.06,2022/05/13 15:05:00,413.55,390.58,433.24,426.68,377.45,361.04
1067.44,2022/05/13 15:05:00,410.19,393.65,430.03,430.03,377.11,367.18
1067.82,2022/05/13 15:05:00,403.63,390.29,433.66,436.99,373.61,366.94
1068.20,2022/05/13 15:05:00,403.76,386.94,430.68,434.05,376.85,366.75
1068.58,2022/05/13 15:05:00,397.19,390.4,427.75,431.14,383.61,363.25
1068.96,2022/05/13 15:05:00,401.04,390.75,421.6,435.31,380.47,366.76
1069.34,2022/05/13 15:05:00,401.68,380.9,418.99,436.31,377.44,367.05
1069.72,2022/05/13 15:05:00,402.46,384.96,416.46,433.96,374.46,367.46
1070.10,2022/05/13 15:05:00,403.17,381.95,413.78,427.92,364.27,360.73
1070.48,2022/05/13 15:05:00,404.05,379.02,414.78,425.51,364.72,364.72
1070.86,2022/05/13 15:05:00,408.96,383.62,412.58,427.05,358.29,369.15
1071.24,2022/05/13 15:05:00,410.49,381.17,406.82,428.81,355.51,362.84
1071.62,2022/05/13 15:05:00,415.44,382.06,408.02,422.86,363.51,367.22
1072.00,2022/05/13 15:05:00,424.35,379.29,398.07,420.6,356.76,368.02
1072.37,2022/05/13 15:05:00,418.28,376.45,399.27,414.48,365.04,368.85
1072.75,2022/05/13 15:05:00,423.58,381.22,396.63,412.03,373.52,365.82
1073.13,2022/05/13 15:05:00,420.87,381.9,389.7,416.98,370.21,354.63
1073.51,2022/05/13 15:05:00,418.12,378.68,382.62,418.12,378.68,362.9
1073.89,2022/05/13 15:05:00,419.05,379.14,379.14,411.06,375.15,359.18
1074.27,2022/05/13 15:05:00,415.25,378.97,374.94,415.25,370.91,354.78
1074.65,2022/05/13 15:05:00,410.92,366.17,378.38,406.86,374.31,366.17
